Id,Edit status,Owner,Group type,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Article Title,Content Type,Keywords,Included in phase 1?,Included in phase 2,Help docs scope (needs further discussion),Changes to existing doc (if applicable),Document change type,Existing content link (if applicable),Content dimensions,Group description (if applicable),Doc description (if applicable),User research validation,Primary targetted personas
211,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Subscribe to an event hook,Set up your event hooks project,,Set up your event hooks project,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers","- Reference the common ""Set up your hooks project"" in this doc first and then add anything specific to event hooks here.
- See existing content field for more details.",New doc with new content but also pulling from existing content,"This doc pulls only content related to event hooks from this doc.
- Common Hook set-up steps:  https://developer.okta.com/docs/guides/common-hook-set-up-steps/nodejs/main/",Language,,,,"WIC App Developer,Experienced IAM developer"
55,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Subscribe to an event hook,Use glitch.com to subscribe to an event hook,,Use glitch.com to subscribe to an event hook,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Event hook implementation: https://developer.okta.com/docs/guides/event-hook-implementation/nodejs/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
57,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Subscribe to an event hook,Use ngrok to subscribe to an event hook,,Use ngrok to subscribe to an event hook,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Event hooks with ngrok: https://developer.okta.com/docs/guides/event-hook-ngrok/nodejs/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
58,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Subscribe to an event hook,Use hookdeck to subscribe to an event hook,,Use hookdeck to subscribe to an event hook,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Event hooks with Hookdeck: https://developer.okta.com/docs/guides/event-hook-hookdeck/nodejs/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
59,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Subscribe to an event hook,Reduce the amount of hook calls with filters,,Reduce the amount of hook calls with filters,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Event hook filtering: https://developer.okta.com/docs/guides/event-hook-filtering/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
405,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,,,Add functionality with an Inline hook,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
455,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,Inline hooks overview,,Inline hooks overview,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Inline hooks: https://developer.okta.com/docs/concepts/inline-hooks/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
662,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,Set up your inline hooks project,,Set up your inline hooks project,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers","See existing content field for more details.
",New doc with new content but also pulling from existing content,"This doc pulls only content related to inline hooks from this doc.
- Common Hook set-up steps:  https://developer.okta.com/docs/guides/common-hook-set-up-steps/nodejs/main/",Language,,,,"WIC App Developer,Experienced IAM developer"
60,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,Validate a user's credentials,,Validate a user's credentials,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Password import inline hook: https://developer.okta.com/docs/guides/password-import-inline-hook/nodejs/main/,Language,,,"Based on GroupIt Oktane, data Inline hooks was a split betwen automate and customize with Automate edging out.
","WIC App Developer,Experienced IAM developer"
61,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,Deny or allow a user registration,,Deny or allow a user registration,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Registration inline hook: https://developer.okta.com/docs/guides/registration-inline-hook/nodejs/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
62,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,Customize a SAML insertion during the sign-in flow,,Customize a SAML insertion during the sign-in flow,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- SAML assertion inline hook: https://developer.okta.com/docs/guides/saml-inline-hook/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
63,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,User another phone provider for SMS verification,,User another phone provider for SMS verification,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Telephony inline hook with Twilio: https://developer.okta.com/docs/guides/telephony-inline-hook/nodejs/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
64,Third review,Robert Nicolo,Main content,Build,Automate,Implement a hook,Add functionality with an Inline hook,Add a custom claim in the OAuth / OIDC flow,,Add a custom claim in the OAuth / OIDC flow,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Token inline hook: https://developer.okta.com/docs/guides/token-inline-hook/nodejs/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
72,Third review,Robert Nicolo,Main content,Build,Automate,Manage your org with the Powershell CLI,,,,Manage your org with the Powershell CLI,How-to: developer focused,,"""Yes, if this new content is determined to be high priority""",TBD,"No, targetted towards developers","Notes from conversation with Bhavik, Maurice and Dan: 
- Doing a youtube about potential use cases. They have identified 525 custs using unofficial powershell cli. They are the target market. 
- Target them in pendo in admin console - target them and notify them, Tell them Okta as a new powershell cli, Link to youtube podcast.  That is the plan. 
- Along with the youtube podcast, we can guide them to docs, if there are no docs, we might need to include github repo link. Ideally, we have docs.
- Most of the readmes are not that good. You won't be any worse off if using readmes. 

Scheduled another meeting on March 28th, 2024
",New doc - new content,,No doc dimension,,,This guide is driven by business objectives. There were earlier discussions regarding a Powershell CLI guide. We need to work with Bhavik Thakkar and Jeff Taylor for guidance on this doc.,"WIC App Developer,Experienced IAM developer"
349,Third review,Robert Nicolo,Main content,Build,Orchestrate,Okta Workflows,,,,Okta Workflows,Summary redirect,,"""No, new content can be created at later phase.""",TBD,"Maybe. If a help doc already exists, this doc can be a summary redirect to the main help doc page.",,New doc - new content,,No doc dimension,"'- Summary redirect page to a product help workflow main overview page (if one exists, else we need to create one)
- Allows developers to navigate to workflow content within developer docs even though its help docs content.",,"Based on GroupIt Oktane data, the majority of customers placed workflows under ""Automate"": https://docs.google.com/presentation/d/1Y3Yz7pJTB2FV_0i7enEsLRB3JSU-wzB9ZOcAycQwgTI/edit?pli=1#slide=id.g2a0577fcb3b_0_221
","WIC App Developer,Experienced IAM developer"
66,Third review,Robert Nicolo,Main content,Build,Deploy,,,,,Deploy,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,"- Internal workshop session: Session 2 - Team 1 chose the Deployment Models group.
","WIC App Developer,Experienced IAM developer"
67,Third review,Robert Nicolo,Main content,Build,Deploy,Deploy your sign-in solution,,,,Deploy your sign-in solution,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,"This section only talks about deploying an app. When there are so many deployment strategies these days, this section seems woefully inadequate.
",,,"WIC App Developer,Experienced IAM developer"
68,Third review,Robert Nicolo,Main content,Build,Deploy,Deploy your sign-in solution,Deployment checklists,,,Deployment checklists,How-to ,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Deployment and pre-launch checklists: https://developer.okta.com/docs/guides/deployment-checklist/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
69,Third review,Robert Nicolo,Main content,Build,Deploy,Deploy your sign-in solution,Deploy your app,,,Deploy your app,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Deploy to production: https://developer.okta.com/docs/guides/deploy-your-app/java/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
193,Third review,Robert Nicolo,Main content,Build,Migrate,,,,,Migrate,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,,,,,"WIC App Developer,Experienced IAM developer"
35,Third review,Robert Nicolo,Main content,Build,Migrate,Migrate your users to Okta,,,,Migrate your users to Okta,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,,Is this section still relevant considering all the new user migration strategies these days.  ,,,"WIC App Developer,Experienced IAM developer"
36,Third review,Robert Nicolo,Main content,Build,Migrate,Migrate your users to Okta,Prerequisites,,,Migration prerequisites,How-to ,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Migrate to Okta — Prerequisites: https://developer.okta.com/docs/guides/migrate-to-okta-prerequisites/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
37,Third review,Robert Nicolo,Main content,Build,Migrate,Migrate your users to Okta,Bulk migration with credentials,,,Bulk migration with credentials,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Bulk migration with credentials: https://developer.okta.com/docs/guides/migrate-to-okta-bulk/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
38,Third review,Robert Nicolo,Main content,Build,Migrate,Migrate your users to Okta,Migrate users with password hooks,,,Migrate users with password hooks,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,"- Import Users with Inline Password Hooks: https://developer.okta.com/docs/guides/migrate-to-okta-password-hooks/main/
- ",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
140,Third review,Robert Nicolo,Main content,Build,Report and Monitor,,,,,Report and Monitor,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,"- Add a link to #426 since it deals with the system log as well in this the ""Guide hub""",,"- Internal workshop session: Session 1 - Team 2 chose the Monitor group.
","WIC App Developer,Experienced IAM developer"
461,Third review,Robert Nicolo,Main content,Build,Report and Monitor,Monitor your Okta org,,,,Monitor your Okta org,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Monitor Okta: https://developer.okta.com/docs/concepts/monitor/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
299,Third review,Robert Nicolo,Main content,Build,Upgrade,,,,,Upgrade,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs","Changes have been made to this section but they are minimized for now because: 

- Lack of user research on specifically how customers are working with the current upgrade docs
- The docs are already isolated into one section on the site and seem fairly organized, although, they would need to be analyzed from a user journey perspective in the future
- An educated guess would be that Upgrade docs are not used as much by customers when compared to other docs such as Authentication (We need  to confirm this)
",New doc - new content,"If a dynamic index can be customized, add a link to a doc to this doc.",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
298,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,,,,Upgrade to the Identity Engine,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,"
",,,"WIC App Developer,Experienced IAM developer"
682,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Overview,,,Overview,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Identity Engine upgrade overview: https://developer.okta.com/docs/guides/oie-upgrade-overview/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
82,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Plan your application upgrades,,,Plan your application upgrades,How-to ,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Plan embedded auth app upgrades: https://developer.okta.com/docs/guides/oie-upgrade-plan-embedded-upgrades/main/,No doc dimension,"Upgrade to OIE	

Removed ""embedded"" from title because redirect is also discussed in doc
",,,"WIC App Developer,Experienced IAM developer"
300,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Features not supported in Identity Engine,,,Features not supported in Identity Engine,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Identity Engine limitations: https://developer.okta.com/docs/guides/ie-limitations/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
307,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Sign-in Widget,,,Upgrade the Sign-in Widget,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,"- Upgrade the Okta Sign-In Widget: https://developer.okta.com/docs/guides/oie-upgrade-sign-in-widget/main/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
308,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Sign-in Widget,Remove deprecated widget methods,,Remove deprecated widget methods,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Deprecated JavaScript methods in the widget: https://developer.okta.com/docs/guides/oie-upgrade-sign-in-widget-deprecated-methods/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
306,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Sign-in Widget,Update the widget styling,,Update the widget styling,Summary redirect,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,"- Updates to widget styling: https://developer.okta.com/docs/guides/oie-upgrade-sign-in-widget-styling/main/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
305,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Sign-in Widget,Internationalize the widget,,Internationalize the widget,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Updates to widget i18n properties: https://developer.okta.com/docs/guides/oie-upgrade-sign-in-widget-i18n/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
304,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Authentication SDK,,,Upgrade the Authentication SDK,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,Existing doc: no changes identified,"- Identity Engine SDK upgrade: https://developer.okta.com/docs/guides/identity-engine-sdk-upgrade/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
303,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Authentication SDK,Add the Identity Engine SDK,,Add the Identity Engine SDK to your app,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Add the Identity Engine SDK to your app: https://developer.okta.com/docs/guides/oie-upgrade-add-sdk-to-your-app/android/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
302,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Authentication SDK,Upgrade your application,,Upgrade your application to the new SDK,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,"- Upgrade your application to the Identity Engine SDK: https://developer.okta.com/docs/guides/oie-upgrade-api-sdk-to-oie-sdk/android/main/
",Language,,,,"WIC App Developer,Experienced IAM developer"
309,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade to the Identity Engine,Upgrade the Authentication SDK,Learn about policy changes,,Learn about authenticator enrollment policy API changes,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Understand authenticator enrollment policy API changes after the upgrade: https://developer.okta.com/docs/guides/oie-upgrade-mfa-enroll-policy/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
294,Third review,Robert Nicolo,Main content,Build,Upgrade,Upgrade SAML apps to SHA256,,,,Upgrade SAML apps to SHA256,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,- Upgrade SAML apps to SHA256: https://developer.okta.com/docs/guides/updating-saml-cert/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
354,Third review,Robert Nicolo,Main content,Publish,,,,,,Publish,Guide Hub,,"""Yes, but for phase 1 keep changes to existing doc as minimal as possible""",TBD,"No, it's ""glue"" documentation not related to the product help docs","- There was a discussion last year to update this doc since:
    - There was dissatisfaction from team members over the HTML format, and it's overall content
- SInce ""SAML and OIDC"" are not in the IA and are instead dimensions into the SSO docs, surface the specific links to SAML and OIDC in this guide.",Existing doc: changes needed,- Publish your integration to the fastest-growing cloud security ecosystem: https://developer.okta.com/docs/guides/okta-integration-network/,No doc dimension,"- Reasons for the name publish:
    - Aligned with the action/task based focus of the site
    - The ultimate goal of this section is to ""Publish"" on the OIN
    - Some user research evidence
- Existing doc needs to be updated to reflect new changes to sub groups
- ",,"Why ""Publish"" was chosen from a user research perspective:
- 4 of the top 10 misunderstood terms are OIN. These include:
    - SCIM Integration
    - OIN Integration
    - OIN Manager
    - Single Sign On Integration
- As a result, the use of ""Integration"" or ""OIN"" may confuse readers","WIC App Developer,Experienced IAM developer"
353,Third review,Robert Nicolo,Main content,Publish,Learn,,,,,Learn,Guide Hub,,"""No, new content can be created at later phase.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,"Reasons for a ""Learn"" section include:

- Internal OIN Workshop results:
    - When asked ""What do devs need to know about the OIN"" employees answered:
        - Why OIN
        - What's the value prop
        - What is OIN?
        - What does ""Integration"" mean?
        - Whats the path to OIN success.
    - All these points are described in this section
- When asked customers what's missing in the OIN docs they answered:
        - Best practices,
        - Many comments on the need for use cases
    - This section will cover the above customer feedback","WIC App Developer,Experienced IAM developer"
369,Third review,Robert Nicolo,Main content,Publish,Learn,Okta Integration Network (OIN) explained,,,,Okta Integration Network (OIN) explained,Explanation,,"""No, new content can be created at later phase.""",TBD,"Maybe. If a help doc already exists, this doc can be a summary redirect to the main help doc page.",,New doc - new content,,No doc dimension,,Overview of the OIN,"In the OIN Internal Workshop, a question was raised: ""What do developers need to know about the OIN?"" Comments included:

1. What is OIN?
2. General, ""What is OIN""","WIC App Developer,Experienced IAM developer"
374,Third review,Robert Nicolo,Main content,Publish,Learn,ISV defined,,,,ISV defined,Explanation,,"""No, new content can be created at later phase.""",TBD,"Maybe. If a help doc already exists, this doc can be a summary redirect to the main help doc page.",,New doc - new content,,No doc dimension,,Overview of an ISV and how the fit into the OIN,"In the GroupIt Data, ISV was the number 1 most not understood topic.","WIC App Developer,Experienced IAM developer"
363,Third review,Robert Nicolo,Main content,Publish,Learn,Why publish,,,,Why publish,Explanation,,"""No, new content can be created at later phase.""",TBD,"Maybe. If a help doc already exists, this doc can be a summary redirect to the main help doc page.",,New doc - new content,,No doc dimension,,Lists reasons why people should care about publishing on the OIN,"In the OIN Internal Workshop, a question was raised: ""What do developers need to know about the OIN?"" Comments included:

1. Why OIN?
2. What is the OIN Value prop?
3. What are the benefits of partnering with the OIN?
4. What are the recommended paths for success?
- When asked ""What prevents devs from being successful on the OIN?"" respondents answered:
    - No value prop
    - What is do i build?","WIC App Developer,Experienced IAM developer"
673,Third review,Robert Nicolo,Main content,Publish,Learn,Using Okta's APIs,,,,Using Okta's APIs,Explanation,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers",,New doc - new content,,No doc dimension,,Need more clarification on the content. Ask PMs for more details and we'll need to do more user research.,"- Oktane user research:
    - When asked what do integrators need to know:
        - APIs and capabilities to support custom work
        - API
- Internal workshops: When asked what do developers need to know about the OIN, respondents answered
    - OIN vs API Services
    - APIs requirements

Oktane 2024 - Need more research on specifics: https://docs.google.com/document/d/1-qK0aL_PpVtmhGSMlFYZAZWVZ54-jr-GRbbn8s5yCnQ/edit","WIC App Developer,Experienced IAM developer"
625,Third review,Robert Nicolo,Main content,Publish,Learn,OIN Manager overview,,,,OIN Manager: an essential overview,Conceptual overview,,"""No, new content can be created at later phase.""",TBD,"Maybe. If a help doc already exists, this doc can be a summary redirect to the main help doc page.",,New doc - new content,,No doc dimension,,Overview of the OIN manager,"At the Oktane MatchIt game,  40% of respondents could not properly define OIN Manager.","WIC App Developer,Experienced IAM developer"
377,Third review,Robert Nicolo,Main content,Publish,Learn,Best practices,,,,Best practices,Best practice,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers",,New doc - new content,,No doc dimension,,OIN best practices.,"- At Oktane, the OIN Survey showed several customers citing the following as ""Missing info with the OIN Docs"":

1. Best practices and use cases
2. Best security practices for the app
3. specific guidelines for each app

- Internal Workshop: When asked ""What prevents devs from being successful on the OIN, respondents answered:
    - Best practices for Multi-tenancy
","WIC App Developer,Experienced IAM developer"
368,Third review,Robert Nicolo,Main content,Publish,Learn,Use cases ,,,,Use cases ,Guide Hub,,"""No, new content can be created at later phase.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,TBD,,,"- At Oktane, the OIN Survey showed several customers citing the following as ""Missing info with the OIN Docs"":
    - Best practices and use cases
    - Docs on use case scenarios
    - Use cases
    - Use case flows

Use cases were consistently the most sought after docs

- Internal Workshop: When asked what developers need to know about the OIN answers included:
    - Example use cases platforms
    - Use cases and examples

Need more user research: https://docs.google.com/document/d/1-qK0aL_PpVtmhGSMlFYZAZWVZ54-jr-GRbbn8s5yCnQ/edit
","WIC App Developer,Experienced IAM developer"
669,Third review,Robert Nicolo,Main content,Publish,Learn,Use cases ,[Specific use cases - TBD],,,Use cases example,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers",,New doc - new content,,TBD,,See parent node for more details.,Oktane 2024: Need additional research on which specific use cases customers are looking for.,"WIC App Developer,Experienced IAM developer"
667,Third review,Robert Nicolo,Main content,Publish,Plan,,,,,Plan,Explanation,,"""No, new content can be created at later phase.""",TBD,"Maybe. If a help doc already exists, this doc can be a summary redirect to the main help doc page.",,New doc - new content,,No doc dimension,,Discuss factors developers need to think about before being successful on the OIN,"- Internal Workshop: When asked, ""What prevents developers from being successful on the OIN? devs answered:
    - ""Docs focus on submission and not factors to think about before""","WIC App Developer,Experienced IAM developer"
381,Third review,Robert Nicolo,Main content,Publish,Build,,,,,Build,Guide Hub,,"""Yes, phase 1 version can be a very simple guide hub.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,"- At Oktane customers cite what is missing in the OIN docs include:
    - How to add new apps
- Internal workshops employees answered with the question ""What developers need to know about the OIN?"". They answered:
    - What can I build?","WIC App Developer,Experienced IAM developer"
675,Third review,Robert Nicolo,Main content,Publish,Build,Single Sign-On (SSO) app,,,,Single Sign-On (SSO) app,Guide Hub,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, it's ""glue"" documentation not related to the product help docs",See Existing content field for more details.,New doc with new content but also pulling from existing content,"Pick guide hub content from this doc:
Overview of Single Sign-On in the OIN: https://developer.okta.com/docs/guides/oin-sso-overview/ - Basically include the ""Why to build an SSO integration with Okta?"" and ""Choose your SSO protocol"" sections.",,,,,"WIC App Developer,Experienced IAM developer"
385,Third review,Robert Nicolo,Main content,Publish,Build,Single Sign-On (SSO) app,Overview,,,Overview,Explanation,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",See Existing content field for more details.,New doc with new content but also pulling from existing content,"Pick overview content from this doc:
- Overview of Single Sign-On in the OIN: https://developer.okta.com/docs/guides/oin-sso-overview/
- Build a Single Sign-On (SSO) integration: https://developer.okta.com/docs/guides/build-sso-integration/openidconnect/main/",No doc dimension,,,"Internal workshop results: When asked what do developers need to know about the OIN, answers included:
- How to SSO
- OAuth","WIC App Developer,Experienced IAM developer"
396,Third review,Robert Nicolo,Main content,Publish,Build,Single Sign-On (SSO) app,Test with a sample app,,,Test with a SSO sample app,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers","Use a sample app to test the OIN Integration

This doc is obviously dependent on the availability of a sample app.",New doc - new content,,No doc dimension,,"Use a sample app to test the OIN Integration

This doc is obviously dependent on the availability of a sample app.","- Internal user research:
    - When asked ""What do developers need to know about the OIN"" the answers were:
        - Can I try to integrate with a sample app
        - Sample code
    - Respondents created a SWA Integrations grouping
- Internal workshops: When asked the question ""What prevents devs from being successful on the OIN?"" respondents answered ""Lack of samples - inspiration""
- Oktane external research on what an OIN integrator needs to know. The answer was:
    - How to configure SS
- Internal Workshop: When asked ""What prevents devs from being successful on the OIN?, respondents answered 
    - Need a list of test cases for each use case
    ","WIC App Developer,Experienced IAM developer"
409,Third review,Robert Nicolo,Main content,Publish,Build,Single Sign-On (SSO) app,Build your app,,,Build your SSO app,Summary redirect,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers","- See existing content field for more details.
- Add SWA dimension",New doc with new content but also pulling from existing content,"Only include content and links to other docs that show how to build an SSO app. This doc can be the basis of it:

- Build a Single Sign-On (SSO) integration: https://developer.okta.com/docs/guides/build-sso-integration/openidconnect/main/",No doc dimension,Provides links to places that discusses how to build an SSO,Add SWA dimension,"- It provides links to other docs on how to build an SSO app. Does not include content on how to build an SSO App.
- We don't want directions on how to build an SSO app here because:
    - We would duplicate so much content already available in other guides
    - It creates a misconception that SSO Apps are created within the domain of OIN, which is not accurate
    - Creates confusion of what changes are for OIN and what are not
","WIC App Developer,Experienced IAM developer"
416,Third review,Robert Nicolo,Main content,Publish,Build,Single Sign-On (SSO) app,Prepare your app for the OIN,,,Prepare your SSO for the OIN,How-to: developer focused,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",See existing content field for more details.,New doc with new content but also pulling from existing content,"OIN-specific content related to app prep from the following docs:
- Build a Single Sign-On (SSO) integration: https://developer.okta.com/docs/guides/build-sso-integration/openidconnect/main/
- Add a private SSO integration: https://developer.okta.com/docs/guides/add-private-app/openidconnect/main/",No doc dimension,"What specific changes and preparations need to happen to your OIN app before submission starts
",,,"WIC App Developer,Experienced IAM developer"
678,Third review,Robert Nicolo,Main content,Publish,Build,Lifecycle management app,,,,Lifecycle management app,Guide Hub,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, it's ""glue"" documentation not related to the product help docs","- Update title
- Even though the original doc say's ""Overview"" it really is more like a Guide Hub
",Existing doc: changes needed,- Overview of lifecycle management in the OIN: https://developer.okta.com/docs/guides/oin-lifecycle-mgmt-overview/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
